sep=;
Series;Time;Value
cadvisor;2017-03-07T01:10:59.000Z;27746304
cadvisor;2017-03-07T01:11:09.000Z;27721728
cadvisor;2017-03-07T01:11:19.000Z;27701248
cadvisor;2017-03-07T01:11:29.000Z;27758592
cadvisor;2017-03-07T01:11:39.000Z;27738112
cadvisor;2017-03-07T01:11:49.000Z;28012544
cadvisor;2017-03-07T01:11:59.000Z;27795456
cadvisor;2017-03-07T01:12:09.000Z;27701248
cadvisor;2017-03-07T01:12:19.000Z;27697152
cadvisor;2017-03-07T01:12:29.000Z;27734016
cadvisor;2017-03-07T01:12:39.000Z;27713536
cadvisor;2017-03-07T01:12:49.000Z;26681344
cadvisor;2017-03-07T01:12:59.000Z;26517504
cadvisor;2017-03-07T01:13:09.000Z;26423296
cadvisor;2017-03-07T01:13:19.000Z;26415104
cadvisor;2017-03-07T01:13:29.000Z;26415104
cadvisor;2017-03-07T01:13:39.000Z;26431488
cadvisor;2017-03-07T01:13:49.000Z;26607616
cadvisor;2017-03-07T01:13:59.000Z;26501120
cadvisor;2017-03-07T01:14:09.000Z;26443776
cadvisor;2017-03-07T01:14:19.000Z;26427392
cadvisor;2017-03-07T01:14:29.000Z;26419200
cadvisor;2017-03-07T01:14:39.000Z;26427392
cadvisor;2017-03-07T01:14:49.000Z;26632192
cadvisor;2017-03-07T01:14:59.000Z;26497024
cadvisor;2017-03-07T01:15:09.000Z;26435584
cadvisor;2017-03-07T01:15:19.000Z;26116096
cadvisor;2017-03-07T01:15:29.000Z;26169344
cadvisor;2017-03-07T01:15:39.000Z;26157056
cadvisor;2017-03-07T01:15:49.000Z;26353664
cadvisor;2017-03-07T01:15:59.000Z;26152960
cadvisor;2017-03-07T01:16:09.000Z;26132480
cadvisor;2017-03-07T01:16:19.000Z;26120192
cadvisor;2017-03-07T01:16:29.000Z;26120192
cadvisor;2017-03-07T01:16:39.000Z;26124288
cadvisor;2017-03-07T01:16:49.000Z;26361856
cadvisor;2017-03-07T01:16:59.000Z;26238976
